;MELHOR GLOBAL;MELHOR LOCAL;CAMINHO
82;370052.739579191;370052.739579191;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-34-21-22-42-62-37-56-57-60-27-28-33-39-35-32-18-40-41-29-44-43-59-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
83;373741.505784444;373741.505784444;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-29-44-43-59-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
84;374866.8939982063;374866.8939982063;75-76-11-30-3-14-61-19-23-53-51-65-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-29-44-43-59-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
85;373520.6537401209;373520.6537401209;75-76-11-30-19-14-61-3-23-53-51-65-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-29-44-43-59-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
86;373514.631216036;373514.631216036;75-76-11-30-19-14-61-3-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-29-44-43-59-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
87;364592.64711852843;364592.64711852843;75-76-11-30-19-14-29-3-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-61-44-43-59-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
88;362762.50730376027;362762.50730376027;75-76-11-30-19-14-29-3-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-61-44-43-59-36-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-1-12-17-20-25-26-63-50-74-8-24-45-10-9-13
89;359153.34643792675;359153.34643792675;75-76-11-30-19-14-29-2-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-61-44-43-59-36-15-16-4-7-3-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-1-12-17-20-25-26-63-50-74-8-24-45-10-9-13
90;356588.9275534634;356588.9275534634;75-76-11-30-19-14-29-2-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-60-18-28-33-39-35-32-27-40-41-61-44-43-59-36-15-16-4-7-3-31-45-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-1-12-17-20-25-26-63-50-74-8-24-46-10-9-13
91;354733.25727528776;354733.25727528776;75-76-11-30-19-14-29-2-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-61-18-28-33-39-35-32-27-40-41-60-44-43-59-36-15-16-4-7-3-31-45-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-1-12-17-20-25-26-63-50-74-8-24-46-10-9-13
92;347996.8048333394;347996.8048333394;75-76-11-30-19-14-29-2-23-53-51-66-49-55-38-34-21-22-42-62-37-56-57-61-18-28-33-39-35-32-27-40-41-60-44-43-59-36-15-16-4-7-3-1-45-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-31-12-17-20-25-26-63-50-74-8-24-46-10-9-13
93;346535.3272281245;346535.3272281245;75-76-11-30-19-14-29-2-23-53-49-66-51-55-38-34-21-22-42-62-37-56-57-61-18-28-33-39-35-32-27-40-41-60-44-43-59-36-15-16-4-7-3-1-45-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-31-12-17-20-25-26-63-50-74-8-24-46-10-9-13
94;344951.87906714063;344951.87906714063;75-76-2-30-19-14-29-11-23-53-49-66-51-55-38-34-21-22-42-62-37-56-57-61-18-28-33-39-35-32-27-40-41-60-44-43-59-36-15-16-4-7-3-1-45-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-65-31-12-17-20-25-26-63-50-74-8-24-46-10-9-13
95;346677.98910832684;346677.98910832684;75-76-2-30-19-14-29-11-23-53-49-66-51-55-38-34-21-22-52-62-37-56-57-61-18-28-33-39-35-32-27-40-41-60-44-43-59-36-15-16-4-7-3-1-45-69-47-48-68-67-58-64-6-5-70-73-72-71-42-54-65-31-12-17-20-25-26-63-50-74-8-24-46-10-9-13
96;349900.8644064493;349900.8644064493;75-76-2-30-19-14-29-11-23-53-49-66-51-55-38-20-21-22-52-62-37-56-57-61-18-28-33-39-35-32-27-40-41-60-44-43-59-36-15-16-4-7-3-1-45-69-47-48-68-67-58-64-6-5-70-73-72-71-42-54-65-31-12-17-34-25-26-63-50-74-8-24-46-10-9-13
